name,license_no,type,address_line_1,city,state,zip,phone,website,total_beds
HERNANDEZ & SONS ALF INC,11964867,assisted_living,7265 NW 5TH ST,MIAMI,FL,33126-4217,(786) 238-7984,,6
HETERY HOME FOR THE ELDERLY INC,11922234,assisted_living,825 SE 7TH AVENUE,HIALEAH,FL,33010,(786) 558-8569,,16
HIALEAH ALF INC,11963986,assisted_living,158 WEST 8TH STREET,HIALEAH,FL,33010,(305) 884-1961,,19
HIALEAH SENIOR CLUB INC,12962232,assisted_living,2380 PALM AVE # 90,HIALEAH,FL,33010-2218,(305) 885-5115,,126
HIALEAH SHORES NURSING AND REHAB CENTER,111304,snf,8785 NW 32ND AVENUE,MIAMI,FL,33147,(305) 691-5711,www.doshealthcare.com,120
"HOGAR DE AMOR SENIOR CARE, CORP",11969608,assisted_living,12915 SW 21ST ST,MIAMI,FL,33175,(786) 319-3651,,6
HOGAR FELIZ LLC,12962604,assisted_living,4790 NW 7TH ST STE 104,MIAMI,FL,33126-2200,(786) 401-7371,,50
HOLISTIC ADULT CARE CENTER INC,12962283,assisted_living,"10240 SW 56TH ST STE 113,114,115",MIAMI,FL,33165,(305) 440-8983,www.holisticadc.com,40
HOLY FAMILY GROUP HOME ALF INC,11968378,assisted_living,920 SW 93 AVENUE,MIAMI,FL,33174,(305) 551-8244,,6
"HOME AWAY ALF, LLC",11969343,assisted_living,14638 SW 139TH PL,MIAMI,FL,33186,(786) 431-6607,,6
"HOME CARE FOR ELDERLY, INC",11967147,assisted_living,4730 NW 178TH TER,MIAMI GARDENS,FL,33055-3232,(305) 474-9137,,6
"HOME FOR ALL THE ANGELS, CORP",11965248,assisted_living,9270 S.W. 42 TERRACE,MIAMI,FL,33165,(305) 207-4481,,6
HOME LOVING CARE INC,11965974,assisted_living,4321 SW 133RD AVE,MIAMI,FL,33175-3924,(786) 452-7849,N/A,6
"HOME MERCEDES, INC",11911679,assisted_living,6355 S.W. 2ND STREET,MIAMI,FL,33144-3164,(305) 265-9373,,6
HOME SWEET HOME ASSISTED LIVING FACILITY CORP,11967505,assisted_living,5700 SW 46TH TERRACE,MIAMI,FL,33155,(305) 740-0664,,6
HOME SWEET HOME CARE FACILITY CORP,11965500,assisted_living,5341 EAST 5 AVENUE,HIALEAH,FL,33013,(305) 953-1649,,6
HOME SWEET HOME OF BISCAYNE LLC,11967928,assisted_living,931 NE 82 STREET,MIAMI,FL,33138,(305) 979-8702,,6
HOMESTEAD HAVEN ALF LLC,11969108,assisted_living,16251 SW 248TH ST,HOMESTEAD,FL,33031,(305) 930-3581,WWW.EXCELLENTCAREALF.COM,6
HOMESTEAD MANOR A PALACE COMMUNITY,111319,snf,1330 NW 1ST AVE,HOMESTEAD,FL,33030,(305) 248-0271,www.homesteadmanor.com,88
HORA FELIZ ADULT DAY CARE INC,12962697,assisted_living,32 E 5TH ST,HIALEAH,FL,33010-4842,(786) 217-2833,www.horafelizadc.com,46
HORIZON COMMUNITY ADULT DAY CARE INC,12962743,assisted_living,10700 SW 113TH PL,MIAMI,FL,33176-3254,(786) 448-3737,,36
HOSTAL NOSTALGIA ALF,11967407,assisted_living,10670 SW 7TH TERRACE,MIAMI,FL,33174,(786) 431-5710,,6
HUMBLE CARE INC,11964978,assisted_living,14651 SW 161  STREET,MIAMI,FL,33177,(305) 255-9880,,6
I & R SENIOR CARE LLC,11969903,assisted_living,9700 SW 106TH CT,MIAMI,FL,33176,(786) 512-2474,,6
"I.F.A. ADULTS CARE, INC",12962470,assisted_living,9755 SW 40TH TER,MIAMI,FL,33165-5165,(786) 747-4903,,120
ICARE ADULT DAY CARE INC,12962589,assisted_living,7628 NW 186TH ST,HIALEAH,FL,33015-2929,(305) 530-8154,,36
IDA'S HOME LLC,11964522,assisted_living,12853 SW 147 STREET,MIAMI,FL,33186,(786) 250-4917,,6
IDALMIS RESIDENCE INC,11967074,assisted_living,3530 SW 12TH STREET,MIAMI,FL,33135,(305) 446-5720,,6
"IDEAL ADULT DAYCARE CENTER, INC.",12962268,assisted_living,5972 W 16TH AVE,HIALEAH,FL,33012-6814,(305) 827-3122,,32
IDEAL HOME CARE INC,11967164,assisted_living,13841 SW 152ND CT,MIAMI,FL,33196-5016,(786) 537-9801,,6
ILDEXYS HOME HEALTH CARE CORP,11969418,assisted_living,3340 NW 80TH TERR,MIAMI,FL,33147,(786) 631-5934,,6
INFINITY PARADISE LLC,11966652,assisted_living,745 NW 102 ST,MIAMI,FL,33150,(305) 758-1629,,9
INTEGRITY GROUP HOME CORPORATION,11968978,assisted_living,15025 MONROE ST,MIAMI,FL,33176,(786) 205-7753,www.integritygrouphome.com,6
INTEGRITY GROUP HOME CORPORATION II,11970090,assisted_living,20945 SW 130 CT,MIAMI,FL,33177,(786) 299-3761,,6
ISA ADULT HOME CARE INC,11965168,assisted_living,4363 SW 146TH AVE,MIAMI,FL,33175-6862,(305) 392-0354,,6
ISA HOME CORP,11968485,assisted_living,13316 SW 112TH CT,MIAMI,FL,33176-5345,(786) 713-0120,,6
ISA'S LOVING ALF CORP,11965676,assisted_living,12525 SW 34TH ST,MIAMI,FL,33175-2903,(786) 536-6780,,6
ISABELLA'S PARADISE ALF LLC,11970061,assisted_living,10005 SW 200 ST,CUTLER BAY,FL,33157,(305) 964-5295,,6
IVES DAIRY SENIOR CARE,11967175,assisted_living,19840 NE 10TH CT,NORTH MIAMI BEACH,FL,33179-3554,(305) 493-9797,,6
J & D ALF II LLC,11967301,assisted_living,9480 DANA ROAD,CUTLER BAY,FL,33157,(305) 259-3958,,6
J & D ALF LLC,11966766,assisted_living,4840 NW 191 STREET,MIAMI GARDENS,FL,33055,(305) 623-5193,,6
J R FAMILY CARE INC,11965438,assisted_living,1110 NW 134TH AVENUE,MIAMI,FL,33182,(786) 360-5803,,6
J&C ADULT DAY CARE INC,12962392,assisted_living,18505 NW 75TH PL STE 114,HIALEAH,FL,33015-2961,(305) 698-3536,,40
J.J. GROUP HOME INC,11966461,assisted_living,1150 NW 130TH ST,NORTH MIAMI,FL,33168-6545,(786) 942-1052,,6
JACKSON GARDENS HEALTH AND REHABILITATION CENTER,111322,snf,1861 NW 8TH AVENUE,MIAMI,FL,33136,(305) 347-3380,www.onyxcares.com,120
JACKSON MEMORIAL LONG TERM CARE CENTER,111320,snf,2500 NW 22ND AVE,MIAMI,FL,33142,(786) 466-3000,www.JacksonHealth.org,180
JACKSON MEMORIAL PERDUE MEDICAL CENTER,111333,snf,19590 OLD CUTLER ROAD,CUTLER RIDGE,FL,33157,(786) 466-3850,,163
JANUA COELI INC,11969077,assisted_living,281 SW 48TH CT,CORAL GABLES,FL,33134-1264,(305) 774-9590,,6
JASMINE ALF INC,11968959,assisted_living,16861 SW 92ND CT,PALMETTO BAY,FL,33157-4514,(786) 439-9205,,6
"JC & C ALF, LLC",11911029,assisted_living,158 WEST 10 STREET,HIALEAH,FL,33010,(786) 281-1583,,14
"JC LOVING HOME, INC",11966338,assisted_living,781 E 45TH ST,HIALEAH,FL,33013-1923,(305) 688-8113,,6
JEAN CARLOS ALF INC,11969286,assisted_living,9760 MEMORIAL RD,CUTLER BAY,FL,33157,(786) 205-8021,,6
JERUSALEN SENIORS ADULT DAY CARE LLC,12962810,assisted_living,13501 SW 128TH ST STE 209,MIAMI,FL,33186,(786) 713-0868,,28
JESUS CEO LLC,11970266,assisted_living,34 S.W. 5 AVE,FLORIDA CITY,FL,33034,(786) 339-9360,,24
JESUS ES MI ROCA INC,12962183,assisted_living,10900 SW 184TH ST,CUTLER BAY,FL,33157-6608,(305) 278-8264,https://jesus-es-mi-roca-inc.business.site/,54
JESUS HOME CARE INC,11964885,assisted_living,3401 SW 72ND CT,MIAMI,FL,33155-3671,(305) 269-4823,,6
JESUS OF NAZARETH ALF INC,11910969,assisted_living,2801 SW 37TH CT,MIAMI,FL,33134-7339,(786) 801-1757,,14
"JHAN FAMILY HOME, LLC",11968718,assisted_living,759 SW 99TH CT CIR,MIAMI,FL,33174,(786) 615-8283,,6
JIMENEZ SENIOR CARE INC,11968824,assisted_living,20581 SW 124TH CT,MIAMI,FL,33177-5685,(305) 506-9239,,6
JNK HOME CARE CORP,11969779,assisted_living,3320 S.W. 88 PL,MIAMI,FL,33165,(305) 222-8908,,6
JOLLY HOME INC,11969786,assisted_living,9350 JAMAICA DR,CUTLER BAY,FL,33189,(786) 470-6110,,6
JORGE'S HOME INC,11966853,assisted_living,15172 SW 13TH TER,MIAMI,FL,33194-2570,(305) 559-5369,,6
JOSE YOANDRY ALF CORP,11967369,assisted_living,2916 NW 31ST STREET,MIAMI,FL,33142,(305) 635-9881,,6
"JULIE HOME CARE, LLC",11970360,assisted_living,3435 SW 108TH CT,MIAMI,FL,33165,(786) 277-4481,,6
"JUSTA HOME, INC (THE)",11966765,assisted_living,13801 SW 46TH LN,MIAMI,FL,33175-7903,(305) 225-8841,,6
KARELIS HOME CARE LLC,11969739,assisted_living,1536 N.W. 8 AVE,HOMESTEAD,FL,33030,(786) 349-5758,,6
KATIA'S LOVING HOME 2 INC,11968769,assisted_living,2820 SW 108TH PL,MIAMI,FL,33165-2462,(305) 640-5050,Katia's Loving Home 2 Inc.,6
KATIA'S LOVING HOME INC,11966201,assisted_living,5130 SW 96TH AVE,MIAMI,FL,33165-6449,(305) 598-6632,,6
KELLEY ALF,11966704,assisted_living,10410 SW 127TH AVE,MIAMI,FL,33186-3516,(305) 385-7690,,6
KENDALL ALF II LLC,11967992,assisted_living,10230 SW 91ST ST,MIAMI,FL,33176-1706,(786) 953-8750,,6
KENDALL HAVEN ALF LLC,11969646,assisted_living,13258 SW 62 TERR,MIAMI,FL,33183,(305) 546-3036,,10
KENDALL LAKES HEALTHCARE AND REHAB CENTER,35961063,snf,5280 SW 157 AVENUE,MIAMI,FL,33185,(786) 433-7400,www.kendallhrc.com,150
KENDALL SOCIAL CLUB CENTER INC,12962994,assisted_living,8905 SW 169TH CT STE 101-102,MIAMI,FL,33196,(786) 485-4155,,75
KEVIN FAMILY HOME LLC,11965470,assisted_living,7020 SW 107TH AVE,MIAMI,FL,33173-2014,(786) 580-3136,,6
KSJ HOME CARE INC,11965802,assisted_living,67 EAST 56 TH STREET,HIALEAH,FL,33013,(305) 823-0989,,6
L & G ASSISTED LIVING LLC,11969887,assisted_living,13341 SW 272ND LN,HOMESTEAD,FL,33032,(305) 676-1866,WWW.LECMSERVICES.COM,6
"L & L SENIOR CARE, INC",11967140,assisted_living,1136 PARTRIDGE AVE,MIAMI SPRINGS,FL,33166-3830,(786) 523-8711,,6
L&T ALF LLC,11922235,assisted_living,9111 SW 28 TERRACE,MIAMI,FL,33165,(786) 357-0099,,6
LA CASITA DE OLGA Y MARIA LLC,11970620,assisted_living,15561 SW 8 LN,MIAMI,FL,33194,786-238-7208,,6
LA CASITA NUESTRA HOME II,11966421,assisted_living,14909 SW 22 STREET,MIAMI,FL,33185,(786) 546-2787,,6
LA COLONIA WELLNESS CENTER HIALEAH LLC,12962877,assisted_living,3068 PALM AVE,HIALEAH,FL,33010,(305) 887-2651,,99
LA COLONIA WELLNESS CENTER HOMESTEAD LLC,12962887,assisted_living,27417 S DIXIE HWY,NARANJA,FL,33032,(786) 255-7273,,107
LA COLONIA WELLNESS CENTER LITTLE HAVANA LLC,12962937,assisted_living,2190 NW 7TH ST,MIAMI,FL,33125,(305) 562-7946,,145
LA COLONIA WELLNESS CENTER NORTH MIAMI LLC,12962876,assisted_living,550 NE 125TH ST,NORTH MIAMI,FL,33161,(305) 530-8509,,140
LA COLONIA WELLNESS CENTER WEST KENDALL LLC,12962888,assisted_living,16259 SW 88TH ST,MIAMI,FL,33196,(786) 633-5370,,145
LA COLONIA WELLNESS CENTER WESTCHESTER LLC,12962882,assisted_living,8346 SW 40TH ST,MIAMI,FL,33155,(786) 773-5729,,125
LA COLONIA WELLNESS CNTR CUTLER BAY LLC,12962867,assisted_living,20595 OLD CUTLER RD,CUTLER BAY,FL,33189,(786) 713-0350,,135
LA COLONIA WELLNESS CNTR EAST HIALEAH LLC,12962872,assisted_living,800 PALM AVE,HIALEAH,FL,33010,(786) 724-2040,,156
LA COLONIA WELLNESS CNTR HIALEAH GARDENS LLC,12962871,assisted_living,2851 W 68TH ST STE 14 16,HIALEAH,FL,33018,(305) 512-6722,,125
LA DOLCE VITA ADULT DAY CARE INC,12962523,assisted_living,1030 E 8TH AVE,HIALEAH,FL,33010-3755,(786) 860-5138,www.ladolcevitaad.com,50
"LA EDAD DE ORO ADULT DAY CARE, LLC",12962195,assisted_living,5870 SW 8TH ST,WEST MIAMI,FL,33144-5052,(786) 275-4628,www.miedaddeoro.com,68
LA EDAD DORADA CORP,12962662,assisted_living,1071 NW 119TH ST # 73,NORTH MIAMI,FL,33168-6240,(786) 536-5377,,65
LA EDAD PRODIGIOSA INC,12962597,assisted_living,18900 SW 106TH AVE STE 101-102,MIAMI,FL,33157-7697,(786) 445-3463,laedadprodigiosaadultdaycare.com,58
"LA ESTANCIA HOME CARE ALF, INC",11969191,assisted_living,15321 NW 33RD CT,MIAMI GARDENS,FL,33054,(786) 483-7993,,6
"LA FELICIDAD ADULT DAY CARE, INC",12962771,assisted_living,7755 W 4TH AVE STE 108 109,HIALEAH,FL,33014,(305) 400-8085,,50
LA GLORIA DE DIOS LLC,11969930,assisted_living,3456 SW 113 PL,MIAMI,FL,33165,(786) 362-5868,,6
LA MERCED ADULT DAY CARE CORP,12962299,assisted_living,8707 SW 9TH TERRACE,MIAMI,FL,33174,(786) 837-1639,,40
LA MILAGROSA HOME CARE INC,11942793,assisted_living,3341 SW 7TH ST,MIAMI,FL,33135-2603,(305) 447-1559,,14
LA PAZ HOME CARE CORP,11967253,assisted_living,12968 NW 9TH TER,MIAMI,FL,33182-2385,(305) 229-7260,,6
LA PERLA DEL SUR ALF CORP,11966047,assisted_living,10710 SW 148 COURT,MIAMI,FL,33196,(305) 382-8753,,6
LA ROSA ALF INC,11965803,assisted_living,7865 WEST 5TH COURT,HIALEAH,FL,33014,(305) 982-8004,,6
LA VIDA EN ROSA ADULT DAY CARE INC,12962573,assisted_living,2433 SW 147TH AVE,MIAMI,FL,33185-4082,(786) 382-4330,,55
LA VIDA ES BELLA ADULT DAY CARE LLC,12962621,assisted_living,1515 SW 67TH AVE,MIAMI,FL,33144-5514,(786) 353-9797,,52
LA VIDA SIGUE ADULT DAY CARE LLC,12962767,assisted_living,13813-13815 S DIXIE HWY,MIAMI,FL,33176,(786) 209-4933,lavidasigueadultdaycare.com,30
LADY ELIZABETH ALF INC,11969726,assisted_living,16351 SW 42 TERR,MIAMI,FL,33185,(305) 255-7649,,6
LADY REGLA CARE INC,11964775,assisted_living,11935 SW 40TH ST,MIAMI,FL,33175-3571,(305) 552-1128,,6
LAGO PLACE INC,11965440,assisted_living,10711 SW 52ND TER,MIAMI,FL,33165-7037,(305) 413-4376,,6
LAKEVIEW SENIOR CARE INC,11967648,assisted_living,10082 SW 147TH PL,MIAMI,FL,33196-1628,(305) 456-3608,,6
LAO S GROUP HOME CORP,11968859,assisted_living,1443 SW 146TH CT,MIAMI,FL,33184,(786) 694-0153,,6
LAS BAREA'S ALF LLC,11969821,assisted_living,4634 SW 164 CT,MIAMI,FL,33185,(786) 291-0822,,1
LAS BRISAS HOME CARE INC,11966035,assisted_living,7401 W 34TH LN,HIALEAH,FL,33018-1797,(305) 558-7207,,6
LAS MERCEDES ADULT DAY CARE,12962549,assisted_living,11715 SW 147TH AVE,MIAMI,FL,33196-3312,(786) 533-0142,,76
LAS MERCEDES ADULT DAY CARE,12962482,assisted_living,9839 SW 40TH ST # 9841,MIAMI,FL,33165-3993,(305) 400-9985,,240
LAS MERCEDES ADULT DAY CARE,12962498,assisted_living,1619 NW 27TH AVE,MIAMI,FL,33125-2139,(786) 533-0139,,170
LAS MERCEDES ADULT DAY CARE,12962671,assisted_living,91 W 21ST ST,HIALEAH,FL,33010,(786) 533-0141,,164
LAS MERCEDES ADULT DAY CARE,12962640,assisted_living,230 NE 8TH ST,HOMESTEAD,FL,33030-4710,(305) 400-9985,,133
LAS MERCEDES ADULT DAY CARE,12962469,assisted_living,11930 NW 87TH CT,HIALEAH GDNS,FL,33018-1912,(786) 533-0140,,270
LAS MIAS ADULT DAY CARE,12962164,assisted_living,6429 SW 8TH ST,WEST MIAMI,FL,33144-4813,(305) 586-3350,,40
LAS MIAS ADULT DAY CARE 2 INC,12962652,assisted_living,7575 W FLAGLER ST,MIAMI,FL,33144-2470,(786) 261-4963,http://www.lasmiasmcacr.com/,75
LAS PALMAS ALF CORP,11968968,assisted_living,1170 NW 26TH ST,MIAMI,FL,33127-4034,(305) 634-2851,,8
LAS PALMAS SENIOR LIVING,11910916,assisted_living,5300 W 16TH AVE,HIALEAH,FL,33012-2104,(305) 556-3500,www.epworthvillagerc.com,200
LATAM SOAG ALF LLC,11968980,assisted_living,4715 SW 95 AVE,MIAMI,FL,33165,(786) 803-8389,,6
LAUGH TO LIVE ALF INC,11969572,assisted_living,8635 SW 207 TERRACE,CUTLER BAY,FL,33189,(305) 720-1870,,6
LAZOS DE AMOR LLC,11969763,assisted_living,17810 SW 137 COURT,MIAMI,FL,33177,(786) 227-6963,,6
"LCC ADULT DAY CARE, LLC",12962162,assisted_living,1300 PALM AVE,HIALEAH,FL,33010-3427,(305) 687-3800,,63
LEE'S PROGRESSIVE HOME CARE,11964549,assisted_living,80 NE 166 STREET,MIAMI,FL,33162,(305) 947-1439,,6
LEGACY ALF LLC,11963921,assisted_living,13232 NW 9 LANE,MIAMI,FL,33182,(786) 542-6081,,6
LEIDY ALF LLC,11965422,assisted_living,9341 SW 32ND ST,MIAMI,FL,33165-4102,(305) 315-2202,,6
LEMAR HOME ALF LLC,11910950,assisted_living,320 NW 183RD ST,MIAMI,FL,33169-4464,(484) 893-0052,,6
LESENDE HOME CARE INC,11965036,assisted_living,2308 SW 10TH ST,MIAMI,FL,33135,(786) 344-9220,,6
LEYI'S ADULT CARE II,11953411,assisted_living,1017 NW 29TH AVE,MIAMI,FL,33125-2924,(305) 642-9288,,10
LIBERTAD ADULT DAY CARE CORP,12962242,assisted_living,925 SW 122ND AVE,MIAMI,FL,33184-2477,(305) 801-3583,,12
LIBERTY ADULT DAY CARE INC,12962837,assisted_living,1277 NW 54TH ST,MIAMI,FL,33142,(305) 897-1104,,78
LIDY'S HEALTH CARE #2,11966646,assisted_living,15678 SW 20TH ST,MIAMI,FL,33185-5826,(305) 223-9611,,6
LIFE ADULT DAY CARE LLC,12962543,assisted_living,932 SW 82ND AVE,MIAMI,FL,33144-4240,(305) 456-0407,,20
LIFE ADULT DAYCARE 2 LLC,12962658,assisted_living,12873 SW 42ND ST,MIAMI,FL,33175-3434,(786) 426-0099,N/A,27
LIFE AND LOVE ADULT DAYCARE CENTER CORP,12962583,assisted_living,419 WEST 49TH STREET,HIALEAH,FL,33013,(305) 646-1075,,65
LIFE AND LOVE ALF,11967793,assisted_living,326 WEST 11 STREET,HIALEAH,FL,33010,(305) 889-1173,www.alfsalmos23.com,17
"LIFE'S SPECIAL MOMENTS, INC",11967712,assisted_living,8904 NW 145TH ST,MIAMI LAKES,FL,33018-7336,(786) 536-7348,,6
LIFETIME ALF CO,11967249,assisted_living,822 SW 89TH AVE,MIAMI,FL,33174-3221,(305) 225-6547,,6
"LILAC AT SILVER PALMS, THE",35961081,snf,14601 NE 16TH AVE,NORTH MIAMI BEACH,FL,33161,(305) 701-9699,https://lilacsilverpalms.com/,104
LILI'S HOME CARE CORP,11964722,assisted_living,6321 SW 20TH TER,MIAMI,FL,33155-1980,(305) 262-9287,,6
LITTLE GABLES RETIREMENT HOME INC,11965663,assisted_living,4045 SW 9TH TER,MIAMI,FL,33134-2633,(305) 281-6839,,6
"LITTLE HAVANA ACTIVITIES & NUTRITION CENTERS OF DADE COUNTY, INC",12962456,assisted_living,8551 HAMMOCKS BLVD,MIAMI,FL,33193-4172,(305) 385-9200,www.lhanc.org,55
"LITTLE HAVANA ACTIVITIES & NUTRITION CENTERS OF DADE COUNTY, INC",12941665,assisted_living,700 SW 8TH ST,MIAMI,FL,33130-3311,(305) 858-0887,www.lhanc.org,72
"LITTLE HAVANA ACTIVITIES AND NUTRITION CENTERS OF DADE COUNTY, INC",12961967,assisted_living,4410 W 16TH AVE,HIALEAH,FL,33012-7146,(305) 558-2570,www.LHANC.org,80
LITTLE HAVANA ALF INC,11969224,assisted_living,2600 SW 10 ST,MIAMI,FL,33135,(786) 488-1641,,14
LITTLE HAVANA HHC,11967032,assisted_living,100 TAMIAMI CANAL RD,MIAMI,FL,33144-2541,(305) 262-9250,,6
LITTLE HAVANA II,11967805,assisted_living,8260 GRAND CANAL DR,MIAMI,FL,33144-3538,(305) 553-4417,,6
LITTLE HAVANA LIVING LLC,11968963,assisted_living,2028-2030 NW 5TH ST,MIAMI,FL,33125-3404,(786) 953-4939,,14
LIVE IN JOY ADULT DAY CARE CORP,12962624,assisted_living,3001 NW 7TH ST,MIAMI,FL,33125-4203,(786) 801-0909,,32
LIVE IT UP ADULT DAY CARE INC,12962731,assisted_living,8040 NW 95TH ST STE 341,HIALEAH GARDENS,FL,33016-2361,(786) 988-3181,,38
LIVE WELL HOME ALF INC,11968184,assisted_living,8886 NW 119TH ST,HIALEAH,FL,33018-1986,(786) 360-4455,,6
LIVING CARE FACILITY INC,11968818,assisted_living,10355 SW 38TH TER,MIAMI,FL,33165-4508,(786) 227-9244,,6
LIVING THE DREAM ALF LLC,11968947,assisted_living,13442 SW 284TH ST,HOMESTEAD,FL,33033,(786) 601-7385,,6
LIVING WELL ALF #1,11966618,assisted_living,24151 SW 107TH AVE,HOMESTEAD,FL,33032-5180,(305) 431-2586,,6
LIVING WELL ALF #2,11967370,assisted_living,21280 OLD CUTLER RD,CUTLER BAY,FL,33189-3131,(305) 431-2586,,6
LIZI HOME CARE ALF,11965247,assisted_living,2820 SW 131 PLACE,MIAMI,FL,33175,(305) 220-7685,,6
LIZI HOME CARE III INC,11967496,assisted_living,11633 SW 133 TERRACE,MIAMI,FL,33176,(305) 254-5466,,6
LLINA'S ALF LLC,11969161,assisted_living,28122 SW 160 CT,HOMESTEAD,FL,33033,(786) 610-0818,,6
"LOLITA 2 HOME CARE ALF, CORP.",11966875,assisted_living,13431 SW 178TH ST,MIAMI,FL,33177-7101,(786) 732-2525,,6
LONG LIFE ADULT DAYCARE INC,12962355,assisted_living,5995 SW 8TH ST,WEST MIAMI,FL,33144-5037,(786) 384-9482,,32
LONG LIFE ALF LLC,11969683,assisted_living,245 NW 5TH AVE,HOMESTEAD,FL,33030,(786) 601-7327,,6
LONGEVITY ASSISTED LIVING FACILITY CORP,11970508,assisted_living,16160 SW 304 ST,HOMESTEAD,FL,33033,(786) 355-6050,,6
LORETO HOMES INC,11967348,assisted_living,770 NW 9TH COURT,HOMESTEAD,FL,33030,(786) 444-9294,,6
LOS ABUELOS FELICES LLC,12962587,assisted_living,28718 S DIXIE HWY,HOMESTEAD,FL,33033-1233,(786) 504-2653,,62
LOS JAZMINES ALF LLC,11969614,assisted_living,1220 SW 126 PLACE,MIAMI,FL,33184,(786) 313-3735,,6
LOS TRES MILAGROS CORP,11966971,assisted_living,10681 SW 182ND ST,MIAMI,FL,33157-5108,(305) 234-7246,,6
"LOS TRES MILAGROS II, LLC",11968509,assisted_living,15431 SW 159TH ST,MIAMI,FL,33187-5409,(305) 964-5789,,6
LOTUS CARE ALF,11966245,assisted_living,14213 SW 100 LANE,MIAMI,FL,33186,(305) 380-8084,,6
LOURDES ALF INC,11966672,assisted_living,14825 SW 82ND ST,MIAMI,FL,33193-1551,(786) 229-3431,,6
LOURDES RESIDENCE INC,11964762,assisted_living,5770 SW 5TH TERR,MIAMI,FL,33144,(305) 265-0041,,6
"LOVE & JOY ADULT DAY CARE, INC",12962553,assisted_living,4872 NW 7TH ST,MIAMI,FL,33126-2102,(786) 238-4329,,32
"LOVE & PEACE ALF, LLC",11967904,assisted_living,520 NW 49 STREET,MIAMI,FL,33127,(954) 415-5130,,6
LOVE & TENDERNESS INC,11970176,assisted_living,3144 SW 21 ST,MIAMI,FL,33145,(645) 240-5331,,6
LOVE AND CARE ADULT DAY CARE,12962569,assisted_living,14249 SW 42ND ST,MIAMI,FL,33175-6408,(786) 715-2351,,20
LOVE AND CARE ALF INC,11910993,assisted_living,6701 SW 27TH ST,MIAMI,FL,33155-2913,(305) 603-7300,,6
"LOVE PARADISE, INC",11967341,assisted_living,9984 SW 19TH ST,MIAMI,FL,33165-7541,(305) 552-8310,,6
LOVE VILLAGE USA INC,11969570,assisted_living,3241 SW 117 CT,MIAMI,FL,33175,(786) 371-3893,,6
"LOVING CARE CENTER, THE",11943150,assisted_living,9210 SW 56TH ST,MIAMI,FL,33165-6527,(305) 274-1980,,6
LOVING CARE SOCIAL CLUB LLC,12962961,assisted_living,19717 NW 37TH AVE,MIAMI GARDENS,FL,33056,(305) 859-1024,,42
"LOVING ELDERLY CARE, INC",11967279,assisted_living,14898 SW 175TH ST,MIAMI,FL,33187-1790,(786) 713-0141,,6
LOVING FAMILY SENIOR CARE LLC,11969811,assisted_living,2323 NW 34TH ST,MIAMI,FL,33142,(786) 486-6911,www.lovingfamilyseniorcare.com,14
LUCILLE'S LOVING CARE,11911030,assisted_living,17820 NW 22ND AVE,MIAMI GARDENS,FL,33056-4736,(305) 623-0710,,14
LUGAR DE AMOR ALF,11966532,assisted_living,403 NW 136TH PL,MIAMI,FL,33182-1939,(786) 359-4444,,6
LUNA 11 INC,11966017,assisted_living,3783 SW 97TH AVE,MIAMI,FL,33165-4058,(305) 552-9668,,6
M & J ALF CORP,11965830,assisted_living,6132 SW 129TH COURT,MIAMI,FL,33183,(786) 362-6582,,6
M & J QUALITY CARE LLC,11967433,assisted_living,13231 SW 278TH TER,HOMESTEAD,FL,33032-8530,(305) 258-7399,,6
"M & M COMPREHENSIVE, INC",11964101,assisted_living,280 W 56TH ST,HIALEAH,FL,33012-2739,(305) 797-9958,,6
"M TRIANAS ALF, CORP",11968667,assisted_living,9024 SW 21ST TER,MIAMI,FL,33165-8250,(786) 577-0843,,6
M.D. RETIREMENT HOME INC,11965746,assisted_living,13920 SW 71ST LN,MIAMI,FL,33183-2112,(305) 386-4259,,6
"MABLEX HOME CARE, INC",11965748,assisted_living,13391 SW 27TH ST,MIAMI,FL,33175-7127,(305) 554-7511,,6
"MACARENA ASSISTED LIVING FACILITY, INC",11968918,assisted_living,8000 SW 88 ST,MIAMI,FL,33156,(305) 972-0375,,6
MACHIN 1 ALF INC,11966763,assisted_living,18111 SW 143 CT,MIAMI,FL,33177,(786) 250-4915,,6
"MACHIN 2 ALF, INC",11967920,assisted_living,15863 SW 150TH TER,MIAMI,FL,33196-5721,(786) 732-0523,,6
MACHIN MOYA ALF CORP,11966238,assisted_living,15680 SW 139 AVENUE,MIAMI,FL,33177,(786) 478-6753,,6
MADELIN HOME CARE CORP,11968494,assisted_living,2980 SW 103RD CT,MIAMI,FL,33165-2837,(786) 206-0686,,6
MAE ALF,11969910,assisted_living,3921 NW 179 ST,MIAMI GARDENS,FL,33055,(786) 214-9883,,6
MAGGIE'S RETIREMENT HOME,11910987,assisted_living,7930 SW 11TH ST,MIAMI,FL,33144-4314,(305) 266-6762,,22
MAGGIE'S RETIREMENT HOME #4,11912063,assisted_living,7100 NW 1 TERRACE,MIAMI,FL,33126,(305) 262-2001,,14
MAGGY'S HOME CARE,11965180,assisted_living,8969 NW 152 LANE,HIALEAH,FL,33018,(786) 306-1725,,6
MAGIARI INC,11910990,assisted_living,3400 SW 122ND AVE,MIAMI,FL,33175-3070,(305) 553-8006,,6
MAGIC CITY ADULT DAYCARE LLC,12962683,assisted_living,10740 SW 72ND ST,MIAMI,FL,33173-2702,(786) 518-3904,,30
